0,500,500,0,0,0,0,0,303,181,96,50,59,53,49,47,42,28,33,22,19,8,5,5,0,0,0
1,486,514,24.076576576576578,26.914414414414413,7.117117117117117,30,35,303,199,84,60,47,50,50,45,40,33,30,23,21,6,6,3,0,0,0
2,486,514,23.530701754385966,25.767543859649123,6.7105263157894735,30,35,308,207,89,50,53,45,49,44,36,33,25,26,11,13,7,4,0,0,0
3,470,530,24.200913242009133,26.27853881278539,6.461187214611872,30,35,303,201,102,60,43,47,48,43,31,36,24,23,18,12,6,2,1,0,0
4,479,521,24.364035087719298,25.723684210526315,7.5,30,35,320,183,91,69,55,34,49,43,41,30,25,21,14,15,5,4,1,0,0
5,468,532,23.577981651376145,25.504587155963304,7.247706422018348,30,35,311,185,94,71,58,50,29,45,35,39,21,23,14,15,6,2,2,0,0
6,482,518,22.69396551724138,25.538793103448278,6.681034482758621,30,35,329,167,106,62,58,47,47,34,28,29,32,19,16,11,10,4,0,1,0
7,489,511,23.526970954356848,25.643153526970956,7.012448132780083,30,35,340,184,77,77,48,56,45,32,33,25,21,24,14,11,7,3,2,1,0
8,486,514,23.583690987124463,26.28755364806867,6.866952789699571,30,35,329,205,80,65,58,49,53,39,22,25,19,18,14,12,9,2,1,0,0
9,489,511,24.30493273542601,26.816143497757846,6.816143497757848,30,35,314,202,109,59,48,53,51,47,30,19,21,13,12,8,8,5,1,0,0
10,492,508,23.57758620689655,26.25,6.982758620689655,30,35,326,187,98,77,48,45,45,45,39,23,21,16,9,11,4,5,1,0,0
11,496,504,23.509174311926607,26.238532110091743,7.087155963302752,30,35,306,202,102,63,68,44,43,39,35,28,24,19,9,6,9,2,1,0,0
12,489,511,23.66822429906542,24.182242990654206,6.355140186915888,30,35,299,196,97,74,59,59,42,38,32,33,25,16,14,4,7,3,2,0,0
13,500,500,23.69047619047619,25.976190476190474,6.095238095238095,30,35,289,191,112,71,61,58,55,36,32,23,26,19,13,6,3,3,1,1,0
14,503,497,22.354368932038835,26.432038834951456,7.864077669902913,30,35,292,172,93,91,66,52,63,43,36,19,27,19,12,10,1,1,1,2,0
15,489,511,23.24200913242009,26.301369863013697,6.940639269406392,30,35,310,160,87,74,72,61,49,55,35,29,25,12,16,10,3,0,1,1,0
16,487,513,23.802816901408452,25.093896713615024,6.549295774647887,30,35,311,164,70,68,76,58,61,45,50,29,25,17,11,7,6,2,0,0,0
17,491,509,24.194312796208532,26.161137440758292,6.753554502369668,30,35,300,180,76,59,64,64,55,54,40,37,27,22,6,8,5,3,0,0,0
18,498,502,23.969298245614034,28.17982456140351,7.280701754385965,30,35,307,202,77,49,47,65,54,54,37,36,29,22,9,5,4,3,0,0,0
19,512,488,24.579646017699115,26.68141592920354,7.146017699115045,30,35,311,198,93,57,37,45,59,48,45,40,17,30,8,6,2,2,2,0,0
20,521,479,23.820960698689955,26.528384279475983,7.77292576419214,30,35,321,192,84,65,53,34,45,46,38,41,29,19,24,4,2,2,1,0,0
21,510,490,23.881278538812786,25.799086757990867,7.168949771689498,30,35,311,195,90,60,55,49,39,40,41,34,37,16,13,17,1,2,0,0,0
22,496,504,23.858447488584474,25.296803652968038,6.050228310502283,30,35,314,176,102,61,52,55,44,39,36,30,31,25,14,14,5,1,1,0,0
23,496,504,23.856502242152466,26.434977578475337,7.42152466367713,30,35,316,174,102,72,45,48,55,39,36,26,27,27,17,8,8,0,0,0,0
24,482,518,23.317073170731707,25.585365853658537,7.146341463414634,30,35,284,202,102,73,69,42,39,48,39,24,21,23,20,7,4,3,0,0,0
25,472,528,23.404761904761905,25.88095238095238,6.857142857142857,30,35,292,176,106,73,66,61,44,34,36,38,19,17,14,16,4,1,3,0,0
26,478,522,23.91509433962264,25.44811320754717,6.297169811320755,30,35,292,188,86,64,71,58,56,41,29,31,30,18,12,8,11,3,2,0,0
27,471,529,23.79901960784314,26.691176470588236,7.352941176470588,30,35,283,182,107,61,52,66,54,45,35,25,27,22,17,9,3,8,4,0,0
28,465,535,25.401785714285715,26.339285714285715,6.5625,30,35,304,172,111,56,56,46,70,45,30,36,16,23,13,8,8,4,2,0,0
29,478,522,22.53488372093023,27.093023255813954,7.906976744186046,30,35,305,174,92,79,41,49,45,65,39,25,26,19,18,10,7,3,2,1,0
30,473,527,23.54368932038835,25.679611650485437,7.378640776699029,30,35,295,171,105,59,68,40,49,49,55,29,28,16,15,12,3,4,2,0,0
31,489,511,23.970588235294116,24.6218487394958,6.197478991596639,30,35,331,171,67,72,50,62,38,41,46,45,25,22,12,5,8,3,2,0,0
32,500,500,23.829268292682926,25.073170731707318,6.512195121951219,30,35,296,192,96,51,62,48,57,29,37,40,33,24,17,9,4,4,1,0,0
