0,500,500,0,0,0,0,0,303,181,96,50,59,53,49,47,42,28,33,22,19,8,5,5,0,0,0
1,498,502,30.112107623318387,30.605381165919283,11.300448430493274,55,50,302,205,78,65,42,61,43,46,43,35,20,24,15,11,4,4,2,0,0
2,503,497,30.481171548117153,30.397489539748953,10.125523012552302,50,55,333,178,87,62,60,43,53,43,30,31,30,17,12,12,4,3,2,0,0
3,509,491,30.319634703196346,29.49771689497717,11.461187214611872,60,55,322,176,96,61,59,44,45,44,40,26,29,20,15,9,9,3,0,2,0
4,517,483,30.1255230125523,29.8744769874477,10.502092050209205,50,55,336,183,84,63,55,53,40,38,36,34,22,22,16,4,6,6,1,1,0
5,531,469,30.13574660633484,29.04977375565611,10.135746606334841,50,50,314,206,85,59,53,54,45,39,35,27,27,18,22,6,3,4,2,1,0
6,530,470,28.995433789954337,28.972602739726028,9.931506849315069,50,50,308,192,106,61,53,52,45,39,37,27,22,23,17,9,3,2,3,1,0
7,520,480,28.177570093457945,31.16822429906542,10.794392523364486,55,50,306,172,116,73,52,48,43,43,41,30,22,17,18,9,4,2,3,1,0
8,510,490,29.390243902439025,29.195121951219512,11.75609756097561,45,55,285,196,91,83,59,55,40,44,39,35,21,21,12,11,2,4,1,1,0
9,509,491,29.12442396313364,29.56221198156682,9.700460829493087,50,50,293,186,103,73,71,49,50,33,34,30,30,12,20,8,4,3,0,1,0
10,514,486,29.317073170731707,29.75609756097561,10.926829268292684,55,55,284,189,93,79,64,70,42,41,33,24,30,20,14,8,6,2,0,1,0
11,517,483,29.363636363636363,30.068181818181817,10.068181818181818,55,50,302,178,92,64,67,59,60,38,37,24,23,25,13,9,8,1,0,0,0
12,524,476,30.868544600938968,29.600938967136152,9.906103286384976,50,50,298,182,97,60,60,56,60,45,25,36,26,20,16,9,7,2,1,0,0
13,518,482,29.227272727272727,28.90909090909091,9.818181818181818,55,50,305,182,88,75,51,56,49,56,36,21,33,15,15,10,5,2,1,0,0
14,512,488,29.892241379310345,29.74137931034483,9.633620689655173,55,55,325,168,103,56,66,44,57,41,42,26,21,18,16,6,9,2,0,0,0
15,513,487,29.03669724770642,29.220183486238533,10.229357798165138,50,50,311,187,87,77,46,67,43,45,37,29,20,24,8,9,5,4,1,0,0
16,499,501,30.11467889908257,29.357798165137616,10.802752293577981,50,50,308,182,100,64,69,39,54,46,31,34,24,13,19,7,6,2,2,0,0
17,484,516,30.462962962962962,29.76851851851852,10.416666666666666,50,55,307,176,102,62,55,68,41,47,42,26,22,19,10,13,5,4,1,0,0
18,475,525,30.23474178403756,29.741784037558684,10.868544600938968,50,50,302,178,95,71,56,52,65,34,33,37,26,18,11,9,11,2,0,0,0
19,479,521,30.022727272727273,30.772727272727273,10.840909090909092,55,55,312,169,91,68,62,55,50,45,28,37,25,21,14,9,7,7,0,0,0
20,485,515,31.296296296296298,30.71759259259259,11.180555555555555,50,55,304,184,93,60,50,64,52,44,38,29,29,20,10,10,7,5,1,0,0
21,476,524,30.63679245283019,29.316037735849058,9.575471698113208,50,50,304,166,106,65,54,53,60,44,37,33,29,18,11,8,8,2,2,0,0
22,498,502,30.452380952380953,28.69047619047619,10.857142857142858,50,50,294,186,81,77,60,47,52,54,39,28,32,16,17,6,7,3,1,0,0
23,490,510,31.067961165048544,29.466019417475728,10.097087378640778,50,50,292,174,94,63,63,54,48,48,45,34,25,23,16,10,4,5,2,0,0
24,507,493,31.540284360189574,30.639810426540283,9.47867298578199,50,55,285,200,80,62,48,63,48,48,47,37,27,20,12,12,5,4,2,0,0
25,506,494,31.545893719806763,30.82125603864734,10.772946859903382,55,50,286,177,112,62,53,38,59,45,47,36,28,20,11,13,6,5,2,0,0
26,516,484,29.03153153153153,30.2027027027027,11.036036036036036,55,50,307,168,92,78,56,47,44,45,36,35,32,27,11,11,6,2,3,0,0
27,510,490,28.724489795918366,29.387755102040817,11.071428571428571,50,50,272,203,85,73,60,57,42,34,47,26,37,22,22,8,5,5,2,0,0
28,518,482,29.783653846153847,31.033653846153847,11.201923076923077,55,55,287,166,110,69,63,57,50,37,38,36,25,24,13,14,5,5,1,0,0
29,515,485,30.45662100456621,30.273972602739725,9.908675799086758,50,50,303,165,92,78,63,57,55,34,30,37,30,19,16,9,5,6,1,0,0
30,512,488,30.52132701421801,29.14691943127962,9.95260663507109,50,50,295,182,85,71,67,51,56,48,33,26,28,23,15,10,7,3,0,0,0
31,515,485,29.59641255605381,29.618834080717487,10.201793721973095,50,50,301,194,92,49,67,53,54,40,39,28,27,18,15,13,6,4,0,0,0
32,516,484,30.783898305084747,30.27542372881356,10.296610169491526,45,55,327,176,98,56,43,67,41,50,35,30,17,28,12,10,6,4,0,0,0
33,501,499,31.261682242990656,31.05140186915888,11.378504672897197,50,55,298,211,88,71,42,45,54,40,44,28,28,16,16,9,5,3,2,0,0
34,520,480,29.690265486725664,30.17699115044248,12.035398230088495,50,55,309,196,97,69,51,43,41,47,34,36,22,25,9,9,5,4,2,1,0
35,510,490,30.675675675675677,28.82882882882883,11.35135135135135,50,55,309,193,95,72,59,45,42,32,41,28,24,25,17,6,4,4,3,1,0
