1,505,495,28.980099502487562,30.696517412935325,10.970149253731343,55,50,288,186,92,60,70,62,54,46,35,32,34,11,8,14,7,1,0,0,0
2,501,499,30.61085972850679,30.429864253393664,9.773755656108598,55,50,301,183,93,60,49,73,49,54,28,33,34,21,7,7,7,1,0,0,0
3,512,488,30.805687203791468,30.924170616113745,10.545023696682465,50,55,295,185,95,69,49,48,61,43,44,28,27,24,18,5,5,4,0,0,0
4,491,509,30.454545454545453,29.784688995215312,10.095693779904305,50,55,300,150,130,63,62,45,39,59,34,33,24,29,15,9,2,5,1,0,0
5,506,494,29.23766816143498,28.699551569506728,11.25560538116592,55,50,312,165,89,85,51,65,34,43,48,17,30,18,24,11,3,4,1,0,0
6,509,491,31.210045662100455,30.89041095890411,10.045662100456621,50,55,322,151,94,58,72,46,65,37,36,38,13,24,19,16,4,2,3,0,0
7,516,484,30.286458333333332,29.609375,10.572916666666666,50,50,276,195,83,69,49,70,45,52,38,31,34,13,20,11,9,2,3,0,0
8,496,504,29.834123222748815,29.834123222748815,10.4739336492891,50,45,288,183,85,64,57,50,65,41,42,42,19,27,15,7,9,5,1,0,0
9,509,491,29.97596153846154,30.9375,9.903846153846153,50,50,289,182,88,52,64,45,51,63,39,39,26,18,19,12,8,5,0,0,0
10,517,483,30.476190476190474,31.476190476190474,11.714285714285714,50,50,293,171,99,67,37,60,42,47,54,40,30,17,17,10,9,6,1,0,0
11,508,492,29.55607476635514,31.121495327102803,11.378504672897197,50,55,297,169,102,72,62,43,40,39,49,37,31,19,18,8,9,4,1,0,0
12,506,494,29.783653846153847,30.16826923076923,10.673076923076923,50,50,280,207,81,63,73,56,40,35,33,45,35,20,10,13,4,4,1,0,0
13,509,491,29.331797235023043,30.87557603686636,9.608294930875577,50,55,300,176,92,69,53,71,53,34,31,30,38,24,10,10,6,2,1,0,0
14,516,484,29.527027027027028,29.88738738738739,10.945945945945946,55,50,311,171,90,70,60,56,49,41,29,29,28,29,17,7,9,3,1,0,0
15,507,493,29.625550660792953,28.986784140969164,10.374449339207048,55,55,317,182,85,64,59,51,55,44,28,25,29,25,14,10,6,6,0,0,0
16,510,490,29.323144104803493,29.170305676855897,10.196506550218341,50,50,320,193,79,69,50,51,53,34,43,22,22,24,17,10,5,6,2,0,0
17,510,490,30.46082949308756,29.56221198156682,10.806451612903226,50,55,308,198,83,59,64,49,50,36,38,28,22,22,18,12,8,4,0,1,0
18,504,496,29.0,30.42222222222222,10.311111111111112,50,50,318,178,97,65,55,60,47,33,36,32,18,20,18,13,7,3,0,0,0
19,517,483,28.39622641509434,30.0,10.09433962264151,55,55,299,196,90,70,60,53,48,42,28,37,23,15,12,14,10,2,1,0,0
20,510,490,29.70046082949309,28.732718894009217,10.0,50,50,305,178,100,64,69,48,51,39,37,29,24,20,12,10,8,4,2,0,0
21,515,485,29.5,29.738095238095237,10.666666666666666,55,50,287,212,71,71,58,64,52,45,30,37,21,20,11,10,5,2,2,2,0
22,511,489,30.429184549356222,29.377682403433475,9.849785407725323,50,55,320,184,84,49,53,59,54,50,37,29,23,22,18,7,7,3,1,0,0
23,507,493,30.871559633027523,30.36697247706422,10.18348623853211,55,55,314,177,97,60,50,46,57,47,47,26,26,17,15,10,6,2,3,0,0
24,516,484,30.869565217391305,29.97826086956522,10.673913043478262,50,55,321,183,91,69,54,53,35,52,37,35,17,20,13,8,9,1,2,0,0
25,496,504,29.5531914893617,30.425531914893618,11.76595744680851,55,50,330,186,91,59,58,50,47,29,46,31,27,14,8,14,6,3,0,1,0
26,503,497,29.931506849315067,29.06392694063927,10.273972602739725,55,55,310,197,102,65,52,56,43,43,27,31,25,23,6,10,7,3,0,0,0
27,516,484,28.059360730593607,29.840182648401825,10.273972602739725,55,50,303,194,109,74,56,48,51,32,33,24,26,19,14,7,7,3,0,0,0
